"sample_number","data_de_recepcao","programa","matriz","subgrupo","produto","rg","area_analitica","status","objetivo_da_amostra","motivo_de_rejeicao","liberada","data_da_liberacao","latente","descartada","data_do_descarte"
73548,8/7/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","13429/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73549,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_005","REFRIGERANTE DE LARANJA","13430/21-PE","BEV","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73550,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_005","REFRIGERANTE DE GUARANÁ","13431/21-PE","BEV","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73551,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_007","NÉCTAR DE CAJU","13432/21-PE","BEV","A","FISCALIZACAO",,"T",29/7/2021,"F",,
73552,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_007","NÉCTAR DE LARANJA","13433/21-PE","BEV","A","FISCALIZACAO",,"T",29/7/2021,"F",,
73553,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_007","NÉCTAR DE MARACUJÁ","13434/21-PE","BEV","A","FISCALIZACAO",,"T",29/7/2021,"F",,
73554,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_007","NÉCTAR DE GOIABA","13435/21-PE","BEV","A","FISCALIZACAO",,"T",29/7/2021,"F",,
73555,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_007","NÉCTAR DE UVA","13436/21-PE","BEV","A","FISCALIZACAO",,"T",29/7/2021,"F",,
73556,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_004","SUCO/SUMO TROPICAL DE CAJU - NÃO ADOÇADO","13437/21-PE","BEV","A","FISCALIZACAO",,"T",2/8/2021,"F",,
73557,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_004","SUCO/SUMO TROPICAL DE GOIABA - NÃO ADOÇADO","13438/21-PE","BEV","A","FISCALIZACAO",,"T",2/8/2021,"F",,
73558,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_004","SUCO/SUMO TROPICAL DE MARACUJÁ - NÃO ADOÇADO","13439/21-PE","BEV","A","FISCALIZACAO",,"T",2/8/2021,"F",,
73559,8/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_004","SUCO/SUMO TROPICAL DE MANGA - NÃO ADOÇADO","13440/21-PE","BEV","A","FISCALIZACAO",,"T",2/8/2021,"F",,
73560,8/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","CACHAÇA","13441/21-PE","BEV","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73561,8/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_003","BEBIDA ALCOÓLICA MISTA OU COQUETEL ALCOÓLICO","13442/21-PE","BEV","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73562,8/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_003","BEBIDA ALCOÓLICA MISTA OU COQUETEL ALCOÓLICO","13443/21-PE","BEV","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73563,8/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_003","BEBIDA ALCOÓLICA MISTA OU COQUETEL ALCOÓLICO","13444/21-PE","BEV","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73566,8/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13445/21-PE","MIC","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73570,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","BEBIDA LÁCTEA UHT COM ADIÇÃO","13447/21-PE","POA","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73571,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","BEBIDA LÁCTEA UHT COM ADIÇÃO","13448/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73572,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","13449/21-PE","POA","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73573,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","13450/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73574,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_013","LEITE UHT INTEGRAL","13451/21-PE","MIC","A","FISCALIZACAO",,"T",22/7/2021,"F",,
73575,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","13452/21-PE","POA","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73610,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","13487/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73611,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_013","BEBIDA LACTEA UHT COM ADIÇÃO","13488/21-PE","MIC","A","FISCALIZACAO",,"T",12/7/2021,"F",,
73642,9/7/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","13519/21-PE","FEC","I","PERICIAL",,"F",,"F",,
73645,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_005","LAGOSTA COZIDA CONGELADA","13520/21-PE","POA","A","FISCALIZACAO",,"T",19/7/2021,"F",,
73646,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_005","LAGOSTA COZIDA CONGELADA","13521/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73647,9/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13522/21-PE","MIC","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73648,9/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_005","LAGOSTA COZIDA CONGELADA","13523/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73649,9/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","PESCADO","MIC_005_005","LAGOSTA COZIDA CONGELADA","13524/21-PE","MIC","A","FISCALIZACAO",,"T",22/7/2021,"F",,
73742,12/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","UÍSQUE CORTADO OU BLENDED WHISKY","13601/21-PE","BEV","A","ORIENTACAO",,"T",15/7/2021,"F",,
73743,12/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","TEQUILA REPOSADO","13602/21-PE","BEV","A","ORIENTACAO",,"T",15/7/2021,"F",,
73744,12/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_002","VODCA ou VODKA ou WODKA","13603/21-PE","BEV","A","ORIENTACAO",,"T",15/7/2021,"F",,
73747,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","LAGOSTA CONGELADA","13604/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73748,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","PEIXE CONGELADO","13605/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73749,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","LAGOSTA CONGELADA","13606/21-PE","POA","A","FISCALIZACAO",,"T",19/7/2021,"F",,
73750,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","LAGOSTA CONGELADA","13607/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73751,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","PEIXE CONGELADO","13608/21-PE","POA","A","FISCALIZACAO",,"T",19/7/2021,"F",,
73752,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","PEIXE CONGELADO","13609/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73753,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE BOVINO SEM OSSO","13610/21-PE","POA","A","FISCALIZACAO",,"T",5/8/2021,"F",,
73754,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE BOVINO SEM OSSO","13611/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73755,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","JERKED BEEF","13612/21-PE","POA","A","FISCALIZACAO",,"T",5/8/2021,"F",,
73756,9/9/2021,"Amostras para ensaios de contraprova","CÁRNEOS","POA_002_001","JERKED BEEF","13613/21-PE","POA","A","PERICIADESEMPATE",,"T",9/9/2021,"F",,
73757,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_002","CARNE MOÍDA CONGELADA DE BOVINO","13614/21-PE","POA","A","FISCALIZACAO",,"T",2/8/2021,"F",,
73758,9/9/2021,"Amostras para ensaios de contraprova","CÁRNEOS","POA_002_002","CARNE MOÍDA CONGELADA DE BOVINO","13615/21-PE","POA","A","PERICIADESEMPATE",,"T",9/9/2021,"F",,
73759,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","JERKED BEEF","13616/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73760,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","CARNE SALGADA DE BOVINO SEM OSSO","13617/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73761,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_002","CARNE MOÍDA CONGELADA DE BOVINO","13618/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73765,12/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","13622/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73788,13/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","PRESUNTO COZIDO","13643/21-PE","MIC","A","FISCALIZACAO",,"T",22/7/2021,"F",,
73789,13/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","CARNE SALGADA DE BOVINO SEM OSSO","13644/21-PE","MIC","A","FISCALIZACAO",,"T",21/7/2021,"F",,
73801,13/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE BOVINO SEM OSSO","13656/21-PE","POA","A","FISCALIZACAO",,"T",5/8/2021,"F",,
73802,13/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE BOVINO SEM OSSO","13657/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
73804,13/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13659/21-PE","MIC","A","FISCALIZACAO",,"T",15/7/2021,"F",,
73820,13/7/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","13675/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
73821,13/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13676/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74008,14/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13861/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74011,14/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13862/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74012,14/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13863/21-PE","MIC","R","FISCALIZACAO","R01.21","T",15/7/2021,"F",,
74012,14/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13863/21-PE","MIC","R","FISCALIZACAO","R07.05","T",15/7/2021,"F",,
74013,14/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13864/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74042,14/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13884/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74068,15/7/2021,"Não Informado na Solicitação","OVOS","POA_005_001","OVO IN NATURA","13910/21-PE","POA","A","AUDITORIA",,"T",15/7/2021,"F",,
74069,15/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","13911/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74075,15/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13913/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74076,15/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13914/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74077,15/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","JERKED BEEF","13915/21-PE","MIC","A","FISCALIZACAO",,"T",28/7/2021,"F",,
74078,15/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","CACHAÇA","13916/21-PE","BEV","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74079,15/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","JERKED BEEF","13917/21-PE","POA","A","FISCALIZACAO",,"T",5/8/2021,"F",,
74080,27/9/2021,"Amostras para ensaios de contraprova","CÁRNEOS","POA_002_001","JERKED BEEF","13918/21-PE","POA","A","PERICIADESEMPATE",,"T",28/9/2021,"F",,
74084,15/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","CACHAÇA","13919/21-PE","BEV","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74085,15/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","CACHAÇA","13920/21-PE","BEV","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74086,15/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","CACHAÇA","13921/21-PE","BEV","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74089,15/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","CACHAÇA","13922/21-PE","BEV","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74104,15/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","13937/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74107,15/7/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_004","SUCO DE UVA CONCENTRADO","13940/21-PE","BEV","A","LIBERACAO",,"T",23/7/2021,"F",,
74148,19/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - TINTO SECO","13975/21-PE","BEV","A","LIBERACAO",,"T",23/7/2021,"F",,
74149,19/7/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO FINO - BRANCO SECO","13976/21-PE","BEV","A","LIBERACAO",,"T",23/7/2021,"F",,
74155,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE SUÍNO COM OSSO","13977/21-PE","POA","A","FISCALIZACAO",,"T",5/8/2021,"F",,
74156,19/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","13978/21-PE","MIC","R","FISCALIZACAO","R01.21","T",19/7/2021,"F",,
74157,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","MORTADELA","13979/21-PE","POA","A","FISCALIZACAO",,"T",6/8/2021,"F",,
74159,19/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","SALSICHA RESFRIADA","13981/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74160,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","SALSICHA RESFRIADA","13982/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74161,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","13983/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74162,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","SALSICHA RESFRIADA","13984/21-PE","POA","A","FISCALIZACAO",,"T",6/8/2021,"F",,
74164,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","13986/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74165,19/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_006","MIÚDOS DEFUMADOS DE SUÍNO","13987/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74166,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","MORTADELA","13988/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74167,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","CARNE SALGADA DE SUÍNO COM OSSO","13989/21-PE","MIC","A","FISCALIZACAO",,"T",28/7/2021,"F",,
74168,19/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_006","MIÚDOS DEFUMADOS DE SUÍNO","13990/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74169,19/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","13991/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74170,19/7/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","13992/21-PE","FEC","A","FISCALIZACAO",,"T",2/8/2021,"F",,
74171,19/7/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","13993/21-PE","FEC","A","FISCALIZACAO",,"T",2/8/2021,"F",,
74172,19/7/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","13994/21-PE","FEC","A","FISCALIZACAO",,"T",2/8/2021,"F",,
74176,20/7/2021,"Amostras para ensaios de contraprova","LÁCTEOS","POA_003_012","LEITE FERMENTADO ADOÇADO COM ADIÇÃO","13998/21-PE","POA","A","PERICIACONTRAPROVA",,"T",20/7/2021,"F",,
74252,20/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_012","NATA","14074/21-PE","MIC","A","FISCALIZACAO",,"T",30/7/2021,"F",,
74253,20/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_017","QUEIJO RALADO (3)","14075/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74254,20/7/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_014","QUEIJO REINO","14076/21-PE","MIC","A","FISCALIZACAO",,"T",26/7/2021,"F",,
74255,20/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14077/21-PE","MIC","A","FISCALIZACAO",,"T",28/7/2021,"F",,
74256,20/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14078/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74257,20/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_015","NATA","14079/21-PE","POA","A","FISCALIZACAO",,"T",6/8/2021,"F",,
74274,20/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","14095/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74491,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","LAGOSTA CONGELADA","14310/21-PE","MIC","A","FISCALIZACAO",,"T",28/7/2021,"F",,
74492,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","PEIXE CONGELADO","14311/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74494,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","LAGOSTA CONGELADA","14313/21-PE","POA","A","FISCALIZACAO",,"T",13/8/2021,"F",,
74495,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","PEIXE CONGELADO","14314/21-PE","POA","A","FISCALIZACAO",,"T",13/8/2021,"F",,
74496,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14315/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74581,21/7/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","14400/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74582,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14401/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74587,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14402/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74591,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","14406/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74606,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","LAGOSTA CONGELADA","14421/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
74607,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","PEIXE CONGELADO","14422/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
74608,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14423/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74609,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14424/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74625,21/7/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","14440/21-PE","MIC","A","FISCALIZACAO",,"T",23/7/2021,"F",,
74641,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14456/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74648,21/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14463/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74661,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE BOVINO SEM OSSO","14476/21-PE","POA","A","FISCALIZACAO",,"T",5/8/2021,"F",,
74662,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE BOVINO SEM OSSO","14477/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
74663,21/7/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14478/21-PE","MIC","A","FISCALIZACAO",,"T",5/8/2021,"F",,
74664,22/7/2021,"Amostras para ensaios de contraprova","APÍCOLAS","POA_004_002","MEL","14479/21-PE","POA","A","PERICIACONTRAPROVA",,"T",22/7/2021,"F",,
74684,22/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","14492/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74688,22/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14496/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74804,22/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14612/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74805,22/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14613/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74827,22/7/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","14633/21-PE","MIC","A","FISCALIZACAO",,"T",29/7/2021,"F",,
74844,22/7/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","14647/21-PE","FEC","A","FISCALIZACAO",,"T",4/8/2021,"F",,
